seed,variant,perturbation,n,auc,eer,tpr1,tpr5,tpr10,ece_raw,ece_platt,platt_a,platt_b
42,backbone+blink,blur_s1,600,0.76322,0.31000000000000005,0.244,0.396,0.468,0.052910148700078326,0.053967808658878014,4.774562835693359,-2.080702543258667
42,backbone+blink,blur_s2,600,0.73068,0.348,0.212,0.31,0.402,0.06171911537647247,0.0703866928567489,4.774562835693359,-2.080702543258667
42,backbone+blink,blur_s3,600,0.70288,0.36,0.126,0.272,0.368,0.08312161728739739,0.0738419156273206,4.774562835693359,-2.080702543258667
42,backbone+blink,clean,600,0.77074,0.30200000000000005,0.3,0.428,0.5,0.06723894104361534,0.049660642221570024,4.774562835693359,-2.080702543258667
42,backbone+blink,downscale_2x,600,0.7646,0.31000000000000005,0.246,0.396,0.452,0.04166031256318093,0.05275995132823785,4.774562835693359,-2.080702543258667
42,backbone+blink,downscale_4x,600,0.73118,0.34099999999999997,0.198,0.284,0.45,0.061241203347841895,0.06342775901158651,4.774562835693359,-2.080702543258667
42,backbone+blink,jpeg_q10,600,0.70214,0.349,0.13,0.244,0.342,0.21760162621736526,0.1747219529747963,4.774562835693359,-2.080702543258667
42,backbone+blink,jpeg_q30,600,0.74226,0.32099999999999995,0.216,0.342,0.436,0.20984243745605144,0.17533843820293746,4.774562835693359,-2.080702543258667
42,backbone+blink,jpeg_q50,600,0.75404,0.31999999999999995,0.292,0.35,0.496,0.1834043806791306,0.15110294153292975,4.774562835693359,-2.080702543258667
42,backbone+blink,noise_s10,600,0.76108,0.30200000000000005,0.31,0.376,0.494,0.08092817788322766,0.06526205142339071,4.774562835693359,-2.080702543258667
42,backbone+blink,noise_s20,600,0.74358,0.32199999999999995,0.212,0.344,0.422,0.08716568351412812,0.06429369054734707,4.774562835693359,-2.080702543258667
42,backbone+blink,noise_s5,600,0.7615,0.31100000000000005,0.328,0.374,0.472,0.07592866371075313,0.061615446905295045,4.774562835693359,-2.080702543258667
42,full_fusion,blur_s1,600,0.7647,0.31000000000000005,0.244,0.392,0.48,0.05623507224023342,0.05387326660255591,4.798269271850586,-2.098954200744629
42,full_fusion,blur_s2,600,0.73216,0.33999999999999997,0.214,0.3,0.39,0.07793085477004448,0.07478178322315215,4.798269271850586,-2.098954200744629
42,full_fusion,blur_s3,600,0.70448,0.36,0.122,0.27,0.37,0.08714534126222133,0.07533983076612155,4.798269271850586,-2.098954200744629
42,full_fusion,clean,600,0.77206,0.29100000000000004,0.306,0.446,0.482,0.0752043686558803,0.05278364983697733,4.798269271850586,-2.098954200744629
42,full_fusion,downscale_2x,600,0.76606,0.31000000000000005,0.244,0.39,0.48,0.04915669086078803,0.05756498438616593,4.798269271850586,-2.098954200744629
42,full_fusion,downscale_4x,600,0.73328,0.348,0.19,0.284,0.468,0.06566267594695091,0.06353247657418251,4.798269271850586,-2.098954200744629
42,full_fusion,jpeg_q10,600,0.70502,0.34199999999999997,0.126,0.24,0.34,0.20714867497483888,0.16504298036297166,4.798269271850586,-2.098954200744629
42,full_fusion,jpeg_q30,600,0.74376,0.31999999999999995,0.222,0.358,0.44,0.20391768336296084,0.17098677277565003,4.798269271850586,-2.098954200744629
42,full_fusion,jpeg_q50,600,0.75686,0.31999999999999995,0.302,0.364,0.48,0.1793745645880699,0.1484730785091718,4.798269271850586,-2.098954200744629
42,full_fusion,noise_s10,600,0.7619,0.30000000000000004,0.308,0.366,0.484,0.07446518033742905,0.05591091270248095,4.798269271850586,-2.098954200744629
42,full_fusion,noise_s20,600,0.74522,0.32999999999999996,0.212,0.354,0.42,0.08187215252468984,0.06289496446649233,4.798269271850586,-2.098954200744629
42,full_fusion,noise_s5,600,0.76228,0.31799999999999995,0.326,0.384,0.482,0.07315696900089581,0.05958386940260728,4.798269271850586,-2.098954200744629
1337,backbone_only,blur_s1,600,0.75922,0.31999999999999995,0.246,0.384,0.458,0.040770666003227235,0.036333495974540705,4.931957721710205,-2.3076443672180176
1337,backbone_only,blur_s2,600,0.72876,0.33899999999999997,0.178,0.326,0.388,0.07550873671968779,0.0548670282959938,4.931957721710205,-2.3076443672180176
1337,backbone_only,blur_s3,600,0.69862,0.37,0.096,0.274,0.372,0.09239071992536385,0.06680488355457784,4.931957721710205,-2.3076443672180176
1337,backbone_only,clean,600,0.7679,0.31999999999999995,0.278,0.418,0.488,0.03961044535040855,0.04824220292270184,4.931957721710205,-2.3076443672180176
1337,backbone_only,downscale_2x,600,0.75994,0.33099999999999996,0.246,0.39,0.46,0.04311096864442031,0.041316157157222436,4.931957721710205,-2.3076443672180176
1337,backbone_only,downscale_4x,600,0.72748,0.33799999999999997,0.224,0.324,0.402,0.06421386180445553,0.053029784957567855,4.931957721710205,-2.3076443672180176
1337,backbone_only,jpeg_q10,600,0.6979,0.349,0.136,0.248,0.32,0.13634692673881849,0.10797705153624215,4.931957721710205,-2.3076443672180176
1337,backbone_only,jpeg_q30,600,0.73512,0.33999999999999997,0.228,0.354,0.444,0.15827688346306482,0.14662539278467498,4.931957721710205,-2.3076443672180176
1337,backbone_only,jpeg_q50,600,0.75152,0.31899999999999995,0.252,0.414,0.48,0.12969154392679533,0.11806383614738783,4.931957721710205,-2.3076443672180176
1337,backbone_only,noise_s10,600,0.75622,0.32199999999999995,0.284,0.374,0.458,0.05983532115817071,0.057308280443151796,4.931957721710205,-2.3076443672180176
1337,backbone_only,noise_s20,600,0.7389,0.32099999999999995,0.208,0.32,0.436,0.06031330817068616,0.057773548811674125,4.931957721710205,-2.3076443672180176
1337,backbone_only,noise_s5,600,0.75646,0.31999999999999995,0.28,0.384,0.466,0.052178679294884206,0.04171970695257187,4.931957721710205,-2.3076443672180176
1337,backbone+rppg,blur_s1,600,0.75828,0.32799999999999996,0.278,0.398,0.44,0.046914002286891146,0.04167389047642549,5.068473815917969,-2.476337194442749
1337,backbone+rppg,blur_s2,600,0.7279,0.34199999999999997,0.174,0.312,0.374,0.07512222622831663,0.05311033417781194,5.068473815917969,-2.476337194442749
1337,backbone+rppg,blur_s3,600,0.70014,0.36,0.092,0.26,0.352,0.0944541740914186,0.06658178124576807,5.068473815917969,-2.476337194442749
1337,backbone+rppg,clean,600,0.7687,0.31999999999999995,0.3,0.422,0.476,0.04289023513595263,0.04376295020182927,5.068473815917969,-2.476337194442749
1337,backbone+rppg,downscale_2x,600,0.76056,0.31999999999999995,0.28,0.4,0.442,0.04606908270468314,0.04303808157642683,5.068473815917969,-2.476337194442749
1337,backbone+rppg,downscale_4x,600,0.72826,0.32999999999999996,0.222,0.312,0.416,0.06879317313432694,0.05108726357420285,5.068473815917969,-2.476337194442749
1337,backbone+rppg,jpeg_q10,600,0.70136,0.33999999999999997,0.144,0.254,0.308,0.10705258006850879,0.09664375533660251,5.068473815917969,-2.476337194442749
1337,backbone+rppg,jpeg_q30,600,0.73658,0.33999999999999997,0.224,0.356,0.452,0.13805348366498946,0.14008731737732885,5.068473815917969,-2.476337194442749
1337,backbone+rppg,jpeg_q50,600,0.7528,0.32199999999999995,0.238,0.422,0.482,0.11321682776014008,0.11153463726242381,5.068473815917969,-2.476337194442749
1337,backbone+rppg,noise_s10,600,0.75734,0.32199999999999995,0.272,0.368,0.478,0.050603443160653114,0.05811220208803813,5.068473815917969,-2.476337194442749
1337,backbone+rppg,noise_s20,600,0.73924,0.33199999999999996,0.222,0.346,0.452,0.055198368839919555,0.04285706371068955,5.068473815917969,-2.476337194442749
1337,backbone+rppg,noise_s5,600,0.7576,0.31999999999999995,0.298,0.392,0.47,0.05081932129959266,0.04473869793117047,5.068473815917969,-2.476337194442749
1337,backbone+blink,blur_s1,600,0.766,0.30200000000000005,0.272,0.39,0.472,0.045500150894125305,0.04574955155452093,4.788702487945557,-2.2056493759155273
1337,backbone+blink,blur_s2,600,0.73396,0.34099999999999997,0.166,0.298,0.402,0.07433954949180285,0.054466001490751904,4.788702487945557,-2.2056493759155273
1337,backbone+blink,blur_s3,600,0.70436,0.351,0.09,0.286,0.366,0.09591131406525771,0.0644915101180474,4.788702487945557,-2.2056493759155273
1337,backbone+blink,clean,600,0.77526,0.30200000000000005,0.294,0.422,0.492,0.05262704491615295,0.0383856737613678,4.788702487945557,-2.2056493759155273
1337,backbone+blink,downscale_2x,600,0.76772,0.30000000000000004,0.272,0.388,0.472,0.044097199017802874,0.04273350099722544,4.788702487945557,-2.2056493759155273
1337,backbone+blink,downscale_4x,600,0.7351,0.33199999999999996,0.202,0.36,0.418,0.07108652194341024,0.0475001976887385,4.788702487945557,-2.2056493759155273
1337,backbone+blink,jpeg_q10,600,0.70544,0.35,0.124,0.256,0.322,0.1526555432875951,0.125561253875494,4.788702487945557,-2.2056493759155273
1337,backbone+blink,jpeg_q30,600,0.74252,0.31999999999999995,0.216,0.372,0.458,0.17298928926388424,0.15744234999020892,4.788702487945557,-2.2056493759155273
1337,backbone+blink,jpeg_q50,600,0.75778,0.31000000000000005,0.244,0.388,0.49,0.1441214114427567,0.13095000132918358,4.788702487945557,-2.2056493759155273
1337,backbone+blink,noise_s10,600,0.76364,0.31000000000000005,0.278,0.388,0.518,0.06443490157524745,0.05733786560595035,4.788702487945557,-2.2056493759155273
1337,backbone+blink,noise_s20,600,0.74506,0.32999999999999996,0.23,0.34,0.422,0.07253658518195152,0.06200223515431086,4.788702487945557,-2.2056493759155273
1337,backbone+blink,noise_s5,600,0.76324,0.31199999999999994,0.296,0.406,0.478,0.0557001356035471,0.04157155411938826,4.788702487945557,-2.2056493759155273
1337,full_fusion,blur_s1,600,0.7638,0.30200000000000005,0.268,0.368,0.458,0.04799816116690636,0.046035013894240064,4.793108940124512,-2.2116951942443848
1337,full_fusion,blur_s2,600,0.73154,0.35,0.17,0.3,0.396,0.07136383083959422,0.051664859602848695,4.793108940124512,-2.2116951942443848
1337,full_fusion,blur_s3,600,0.70248,0.358,0.086,0.226,0.37,0.09230143954356512,0.0618896496295929,4.793108940124512,-2.2116951942443848
1337,full_fusion,clean,600,0.7726,0.30000000000000004,0.298,0.412,0.482,0.05275652334094047,0.03918562268217404,4.793108940124512,-2.2116951942443848
1337,full_fusion,downscale_2x,600,0.76484,0.30000000000000004,0.27,0.368,0.46,0.04710771468778452,0.03913757746418317,4.793108940124512,-2.2116951942443848
1337,full_fusion,downscale_4x,600,0.73134,0.33799999999999997,0.204,0.314,0.4,0.07064339260260265,0.048025395969549814,4.793108940124512,-2.2116951942443848
1337,full_fusion,jpeg_q10,600,0.70454,0.33799999999999997,0.116,0.252,0.31,0.14159434671203297,0.11457668428619702,4.793108940124512,-2.2116951942443848
1337,full_fusion,jpeg_q30,600,0.7394,0.33899999999999997,0.218,0.378,0.444,0.16895632162690163,0.15345439086357754,4.793108940124512,-2.2116951942443848
1337,full_fusion,jpeg_q50,600,0.75402,0.31999999999999995,0.24,0.396,0.468,0.1399935817718506,0.1285200528303782,4.793108940124512,-2.2116951942443848
1337,full_fusion,noise_s10,600,0.76122,0.31100000000000005,0.27,0.378,0.486,0.05497334837913513,0.06117251594861349,4.793108940124512,-2.2116951942443848
1337,full_fusion,noise_s20,600,0.74406,0.32999999999999996,0.222,0.342,0.432,0.0625429798165957,0.047545772145191824,4.793108940124512,-2.2116951942443848
1337,full_fusion,noise_s5,600,0.76176,0.30800000000000005,0.29,0.42,0.476,0.05769461411361894,0.04518532427648703,4.793108940124512,-2.2116951942443848
2024,backbone_only,blur_s1,600,0.76008,0.31000000000000005,0.312,0.382,0.452,0.043028877178827925,0.03727448681990306,4.605184555053711,-2.008537769317627
2024,backbone_only,blur_s2,600,0.72608,0.35,0.18,0.34,0.394,0.07453098962704341,0.052892509003480276,4.605184555053711,-2.008537769317627
2024,backbone_only,blur_s3,600,0.69636,0.36,0.102,0.278,0.362,0.09057624011610946,0.06859491040309271,4.605184555053711,-2.008537769317627
2024,backbone_only,clean,600,0.773,0.31100000000000005,0.312,0.402,0.498,0.048754327719410254,0.038900363345940915,4.605184555053711,-2.008537769317627
2024,backbone_only,downscale_2x,600,0.76192,0.31000000000000005,0.31,0.376,0.458,0.04481453647216161,0.043495334958036744,4.605184555053711,-2.008537769317627
2024,backbone_only,downscale_4x,600,0.72714,0.35,0.198,0.33,0.426,0.06873164040346941,0.048438338339328764,4.605184555053711,-2.008537769317627
2024,backbone_only,jpeg_q10,600,0.69524,0.368,0.12,0.252,0.328,0.20374712179104487,0.16536214207609498,4.605184555053711,-2.008537769317627
2024,backbone_only,jpeg_q30,600,0.73744,0.33999999999999997,0.216,0.362,0.406,0.20036043966809905,0.1684956489503384,4.605184555053711,-2.008537769317627
2024,backbone_only,jpeg_q50,600,0.7509,0.34199999999999997,0.266,0.372,0.44,0.18163649231195453,0.1523517415424188,4.605184555053711,-2.008537769317627
2024,backbone_only,noise_s10,600,0.76072,0.32999999999999996,0.278,0.384,0.478,0.06383833214640618,0.0495497527718544,4.605184555053711,-2.008537769317627
2024,backbone_only,noise_s20,600,0.73982,0.33899999999999997,0.228,0.36,0.44,0.06989236286530892,0.04876569176713626,4.605184555053711,-2.008537769317627
2024,backbone_only,noise_s5,600,0.76096,0.31999999999999995,0.334,0.388,0.482,0.060761835972468065,0.05494451055924098,4.605184555053711,-2.008537769317627
2024,backbone+rppg,blur_s1,600,0.76114,0.30200000000000005,0.318,0.372,0.444,0.043363259658217426,0.04599482739965121,4.648753643035889,-2.060035228729248
2024,backbone+rppg,blur_s2,600,0.72664,0.33999999999999997,0.178,0.326,0.398,0.08065988875925542,0.053920337135593105,4.648753643035889,-2.060035228729248
2024,backbone+rppg,blur_s3,600,0.69618,0.36,0.1,0.278,0.346,0.09477668442452947,0.06535542249679566,4.648753643035889,-2.060035228729248
2024,backbone+rppg,clean,600,0.77388,0.31000000000000005,0.312,0.406,0.498,0.0510863081117471,0.04050114192068576,4.648753643035889,-2.060035228729248
2024,backbone+rppg,downscale_2x,600,0.7635,0.31000000000000005,0.308,0.366,0.458,0.04771068821350733,0.04531510467330615,4.648753643035889,-2.060035228729248
2024,backbone+rppg,downscale_4x,600,0.72772,0.33999999999999997,0.184,0.334,0.43,0.06801771094401678,0.04886795848608017,4.648753643035889,-2.060035228729248
2024,backbone+rppg,jpeg_q10,600,0.69744,0.37,0.114,0.256,0.324,0.19147959957520166,0.15796372080842655,4.648753643035889,-2.060035228729248
2024,backbone+rppg,jpeg_q30,600,0.7396,0.34099999999999997,0.23,0.352,0.43,0.1955986560384433,0.1668435153365135,4.648753643035889,-2.060035228729248
2024,backbone+rppg,jpeg_q50,600,0.7527,0.33799999999999997,0.268,0.4,0.426,0.17615865449110665,0.15128095850348475,4.648753643035889,-2.060035228729248
2024,backbone+rppg,noise_s10,600,0.76114,0.33799999999999997,0.28,0.39,0.482,0.06681931180258592,0.057493093858162564,4.648753643035889,-2.060035228729248
2024,backbone+rppg,noise_s20,600,0.74158,0.33999999999999997,0.228,0.348,0.432,0.06843858485420545,0.04393403465549151,4.648753643035889,-2.060035228729248
2024,backbone+rppg,noise_s5,600,0.76258,0.33099999999999996,0.332,0.386,0.444,0.07366258541742961,0.054861337542533875,4.648753643035889,-2.060035228729248
2024,backbone+blink,blur_s1,600,0.76478,0.31000000000000005,0.308,0.376,0.484,0.037491066803534825,0.037713240558902426,4.670900821685791,-2.0614712238311768
2024,backbone+blink,blur_s2,600,0.7302,0.32999999999999996,0.172,0.33,0.388,0.07597077682614327,0.053875528002778686,4.670900821685791,-2.0614712238311768
2024,backbone+blink,blur_s3,600,0.70318,0.36,0.104,0.264,0.37,0.09046014518787464,0.06473481833934784,4.670900821685791,-2.0614712238311768
2024,backbone+blink,clean,600,0.7763,0.31000000000000005,0.304,0.422,0.502,0.05189645424485207,0.03441811117033164,4.670900821685791,-2.0614712238311768
2024,backbone+blink,downscale_2x,600,0.76702,0.31899999999999995,0.306,0.372,0.476,0.03697797323266665,0.04276417737205823,4.670900821685791,-2.0614712238311768
2024,backbone+blink,downscale_4x,600,0.73152,0.32999999999999996,0.206,0.306,0.43,0.06207962354024252,0.051615824773907665,4.670900821685791,-2.0614712238311768
2024,backbone+blink,jpeg_q10,600,0.7013,0.33999999999999997,0.12,0.24,0.338,0.20448881452282267,0.16838459968566893,4.670900821685791,-2.0614712238311768
2024,backbone+blink,jpeg_q30,600,0.7408,0.32999999999999996,0.204,0.378,0.404,0.20521335368355115,0.1716634845236937,4.670900821685791,-2.0614712238311768
2024,backbone+blink,jpeg_q50,600,0.75348,0.32999999999999996,0.256,0.376,0.43,0.18083811884125073,0.15484766667087874,4.670900821685791,-2.0614712238311768
2024,backbone+blink,noise_s10,600,0.76348,0.32899999999999996,0.298,0.382,0.478,0.06104984785119693,0.05145771245161691,4.670900821685791,-2.0614712238311768
2024,backbone+blink,noise_s20,600,0.74348,0.33899999999999997,0.218,0.352,0.426,0.07150083483507236,0.051351426144440965,4.670900821685791,-2.0614712238311768
2024,backbone+blink,noise_s5,600,0.76386,0.31999999999999995,0.322,0.378,0.476,0.06657932544747988,0.05906015957395236,4.670900821685791,-2.0614712238311768
2024,full_fusion,blur_s1,600,0.76636,0.30900000000000005,0.318,0.366,0.46,0.04256564894070228,0.046899426678816476,4.726444244384766,-2.120023727416992
2024,full_fusion,blur_s2,600,0.73186,0.31999999999999995,0.172,0.324,0.406,0.07842824985583624,0.05582862113912901,4.726444244384766,-2.120023727416992
2024,full_fusion,blur_s3,600,0.7044,0.35,0.094,0.264,0.372,0.09215302549302579,0.06354131529728571,4.726444244384766,-2.120023727416992
2024,full_fusion,clean,600,0.7773,0.30000000000000004,0.308,0.404,0.496,0.0490781665345033,0.04360900116463502,4.726444244384766,-2.120023727416992
2024,full_fusion,downscale_2x,600,0.76802,0.30200000000000005,0.302,0.36,0.448,0.05026031598448753,0.047562546581029895,4.726444244384766,-2.120023727416992
2024,full_fusion,downscale_4x,600,0.73394,0.32999999999999996,0.198,0.308,0.434,0.07051597088575363,0.04613220289349556,4.726444244384766,-2.120023727416992
2024,full_fusion,jpeg_q10,600,0.70442,0.33999999999999997,0.114,0.25,0.334,0.19405353074272474,0.1619423290590445,4.726444244384766,-2.120023727416992
2024,full_fusion,jpeg_q30,600,0.74256,0.33999999999999997,0.216,0.336,0.41,0.1951921137173971,0.16893845170736313,4.726444244384766,-2.120023727416992
2024,full_fusion,jpeg_q50,600,0.75516,0.32099999999999995,0.262,0.38,0.418,0.17451420719424884,0.154073996792237,4.726444244384766,-2.120023727416992
2024,full_fusion,noise_s10,600,0.76482,0.31999999999999995,0.304,0.386,0.472,0.06897671103477478,0.05138452656567097,4.726444244384766,-2.120023727416992
2024,full_fusion,noise_s20,600,0.74522,0.32999999999999996,0.222,0.348,0.436,0.06689269264539083,0.040594609255592023,4.726444244384766,-2.120023727416992
2024,full_fusion,noise_s5,600,0.76508,0.32799999999999996,0.322,0.38,0.442,0.062327894444266965,0.04854205588499706,4.726444244384766,-2.120023727416992
